STATION_NAME,DATE,PRCP
MCLEAN 2.3 SE VA US,20110908,843
MCLEAN 2.3 SE VA US,20110909,744
MCLEAN 2.3 SE VA US,20110910,76
MCLEAN 2.3 SE VA US,20110911,0
MCLEAN 2.3 SE VA US,20110912,15
MCLEAN 2.3 SE VA US,20110913,0
MCLEAN 2.3 SE VA US,20110914,0
MCLEAN 2.3 SE VA US,20110915,0
MCLEAN 2.3 SE VA US,20110916,5
MCLEAN 2.3 SE VA US,20110917,0
MCLEAN 2.3 SE VA US,20110918,5
MCLEAN 2.3 SE VA US,20110919,0
MCLEAN 2.3 SE VA US,20110920,0
MCLEAN 2.3 SE VA US,20110921,46
MCLEAN 2.3 SE VA US,20110922,5
MCLEAN 2.3 SE VA US,20110923,3
MCLEAN 2.3 SE VA US,20110924,157
MCLEAN 2.3 SE VA US,20110925,5
MCLEAN 2.3 SE VA US,20110926,5
MCLEAN 2.3 SE VA US,20110927,3
MCLEAN 2.3 SE VA US,20110928,5
MCLEAN 2.3 SE VA US,20110929,170
MCLEAN 2.3 SE VA US,20110930,0
MCLEAN 2.3 SE VA US,20111001,0
MCLEAN 2.3 SE VA US,20111002,76
MCLEAN 2.3 SE VA US,20111003,18
MCLEAN 2.3 SE VA US,20111004,5
MCLEAN 2.3 SE VA US,20111005,0
MCLEAN 2.3 SE VA US,20111006,0
MCLEAN 2.3 SE VA US,20111007,0
MCLEAN 2.3 SE VA US,20111008,0
MCLEAN 2.3 SE VA US,20111009,0
MCLEAN 2.3 SE VA US,20111010,0
MCLEAN 2.3 SE VA US,20111011,0
MCLEAN 2.3 SE VA US,20111012,8
MCLEAN 2.3 SE VA US,20111013,152
MCLEAN 2.3 SE VA US,20111014,272
MCLEAN 2.3 SE VA US,20111015,56
MCLEAN 2.3 SE VA US,20111016,0
MCLEAN 2.3 SE VA US,20111017,0
MCLEAN 2.3 SE VA US,20111018,0
MCLEAN 2.3 SE VA US,20111019,122
MCLEAN 2.3 SE VA US,20111020,71
MCLEAN 2.3 SE VA US,20111021,0
MCLEAN 2.3 SE VA US,20111022,0
MCLEAN 2.3 SE VA US,20111023,0
MCLEAN 2.3 SE VA US,20111024,0
MCLEAN 2.3 SE VA US,20111025,15
MCLEAN 2.3 SE VA US,20111026,0
MCLEAN 2.3 SE VA US,20111027,56
MCLEAN 2.3 SE VA US,20111028,46
MCLEAN 2.3 SE VA US,20111029,132
MCLEAN 2.3 SE VA US,20111030,160
MCLEAN 2.3 SE VA US,20111031,0
MCLEAN 2.3 SE VA US,20111101,0
MCLEAN 2.3 SE VA US,20111102,0
MCLEAN 2.3 SE VA US,20111103,0
MCLEAN 2.3 SE VA US,20111104,0
MCLEAN 2.3 SE VA US,20111105,0
MCLEAN 2.3 SE VA US,20111106,0
MCLEAN 2.3 SE VA US,20111107,0
MCLEAN 2.3 SE VA US,20111108,0
MCLEAN 2.3 SE VA US,20111109,0
MCLEAN 2.3 SE VA US,20111110,0
MCLEAN 2.3 SE VA US,20111111,18
MCLEAN 2.3 SE VA US,20111112,0
MCLEAN 2.3 SE VA US,20111113,0
MCLEAN 2.3 SE VA US,20111114,0
MCLEAN 2.3 SE VA US,20111115,0
MCLEAN 2.3 SE VA US,20111116,25
MCLEAN 2.3 SE VA US,20111117,69
MCLEAN 2.3 SE VA US,20111118,5
MCLEAN 2.3 SE VA US,20111119,0
MCLEAN 2.3 SE VA US,20111120,0
MCLEAN 2.3 SE VA US,20111121,23
MCLEAN 2.3 SE VA US,20111122,43
MCLEAN 2.3 SE VA US,20111123,193
MCLEAN 2.3 SE VA US,20111124,8
MCLEAN 2.3 SE VA US,20111125,0
MCLEAN 2.3 SE VA US,20111126,0
MCLEAN 2.3 SE VA US,20111127,0
MCLEAN 2.3 SE VA US,20111128,0
MCLEAN 2.3 SE VA US,20111129,3
MCLEAN 2.3 SE VA US,20111130,124
MCLEAN 2.3 SE VA US,20111201,0
MCLEAN 2.3 SE VA US,20111202,0
MCLEAN 2.3 SE VA US,20111203,0
MCLEAN 2.3 SE VA US,20111204,0
MCLEAN 2.3 SE VA US,20111205,0
MCLEAN 2.3 SE VA US,20111206,13
MCLEAN 2.3 SE VA US,20111207,185
MCLEAN 2.3 SE VA US,20111208,442
MCLEAN 2.3 SE VA US,20111209,0
MCLEAN 2.3 SE VA US,20111210,0
MCLEAN 2.3 SE VA US,20111211,0
MCLEAN 2.3 SE VA US,20111212,0
MCLEAN 2.3 SE VA US,20111213,0
MCLEAN 2.3 SE VA US,20111214,0
MCLEAN 2.3 SE VA US,20111215,0
MCLEAN 2.3 SE VA US,20111216,10
MCLEAN 2.3 SE VA US,20111217,0
MCLEAN 2.3 SE VA US,20111218,0
MCLEAN 2.3 SE VA US,20111219,0
MCLEAN 2.3 SE VA US,20111220,0
MCLEAN 2.3 SE VA US,20111221,0
MCLEAN 2.3 SE VA US,20111222,28
MCLEAN 2.3 SE VA US,20111223,208
MCLEAN 2.3 SE VA US,20111224,0
MCLEAN 2.3 SE VA US,20111225,0
MCLEAN 2.3 SE VA US,20111226,0
MCLEAN 2.3 SE VA US,20111227,0
MCLEAN 2.3 SE VA US,20111228,147
MCLEAN 2.3 SE VA US,20111229,0
MCLEAN 2.3 SE VA US,20111230,0
MCLEAN 2.3 SE VA US,20111231,5
MCLEAN 2.3 SE VA US,20120101,0
MCLEAN 2.3 SE VA US,20120102,10
MCLEAN 2.3 SE VA US,20120103,0
MCLEAN 2.3 SE VA US,20120104,0
MCLEAN 2.3 SE VA US,20120105,0
MCLEAN 2.3 SE VA US,20120106,0
MCLEAN 2.3 SE VA US,20120107,0
MCLEAN 2.3 SE VA US,20120108,0
MCLEAN 2.3 SE VA US,20120109,0
MCLEAN 2.3 SE VA US,20120110,30
MCLEAN 2.3 SE VA US,20120111,0
MCLEAN 2.3 SE VA US,20120112,333
MCLEAN 2.3 SE VA US,20120113,23
MCLEAN 2.3 SE VA US,20120114,0
MCLEAN 2.3 SE VA US,20120115,0
MCLEAN 2.3 SE VA US,20120116,0
MCLEAN 2.3 SE VA US,20120117,30
MCLEAN 2.3 SE VA US,20120118,43
MCLEAN 2.3 SE VA US,20120119,0
MCLEAN 2.3 SE VA US,20120120,0
MCLEAN 2.3 SE VA US,20120121,81
MCLEAN 2.3 SE VA US,20120122,0
MCLEAN 2.3 SE VA US,20120123,3
MCLEAN 2.3 SE VA US,20120124,13
MCLEAN 2.3 SE VA US,20120125,0
MCLEAN 2.3 SE VA US,20120126,5
MCLEAN 2.3 SE VA US,20120127,18
MCLEAN 2.3 SE VA US,20120128,86
MCLEAN 2.3 SE VA US,20120129,0
MCLEAN 2.3 SE VA US,20120130,0
MCLEAN 2.3 SE VA US,20120131,0
MCLEAN 2.3 SE VA US,20120201,13
MCLEAN 2.3 SE VA US,20120202,25
MCLEAN 2.3 SE VA US,20120203,8
MCLEAN 2.3 SE VA US,20120204,0
MCLEAN 2.3 SE VA US,20120205,30
MCLEAN 2.3 SE VA US,20120206,0
MCLEAN 2.3 SE VA US,20120207,0
MCLEAN 2.3 SE VA US,20120208,0
MCLEAN 2.3 SE VA US,20120209,20
MCLEAN 2.3 SE VA US,20120210,0
MCLEAN 2.3 SE VA US,20120211,20
MCLEAN 2.3 SE VA US,20120212,5
MCLEAN 2.3 SE VA US,20120213,0
MCLEAN 2.3 SE VA US,20120214,0
MCLEAN 2.3 SE VA US,20120215,0
MCLEAN 2.3 SE VA US,20120216,0
MCLEAN 2.3 SE VA US,20120217,38
MCLEAN 2.3 SE VA US,20120218,0
MCLEAN 2.3 SE VA US,20120219,0
MCLEAN 2.3 SE VA US,20120220,0
MCLEAN 2.3 SE VA US,20120221,0
MCLEAN 2.3 SE VA US,20120222,0
MCLEAN 2.3 SE VA US,20120223,3
MCLEAN 2.3 SE VA US,20120224,3
MCLEAN 2.3 SE VA US,20120225,137
MCLEAN 2.3 SE VA US,20120226,0
MCLEAN 2.3 SE VA US,20120227,0
MCLEAN 2.3 SE VA US,20120228,0
MCLEAN 2.3 SE VA US,20120229,0
MCLEAN 2.3 SE VA US,20120301,363
MCLEAN 2.3 SE VA US,20120302,0
MCLEAN 2.3 SE VA US,20120303,175
MCLEAN 2.3 SE VA US,20120304,8
MCLEAN 2.3 SE VA US,20120305,0
MCLEAN 2.3 SE VA US,20120306,0
MCLEAN 2.3 SE VA US,20120307,0
MCLEAN 2.3 SE VA US,20120308,0
MCLEAN 2.3 SE VA US,20120309,5
MCLEAN 2.3 SE VA US,20120310,0
MCLEAN 2.3 SE VA US,20120311,0
MCLEAN 2.3 SE VA US,20120312,0
MCLEAN 2.3 SE VA US,20120313,3
MCLEAN 2.3 SE VA US,20120314,0
MCLEAN 2.3 SE VA US,20120315,0
MCLEAN 2.3 SE VA US,20120316,0
MCLEAN 2.3 SE VA US,20120317,15
MCLEAN 2.3 SE VA US,20120318,0
MCLEAN 2.3 SE VA US,20120319,0
MCLEAN 2.3 SE VA US,20120320,5
MCLEAN 2.3 SE VA US,20120321,0
MCLEAN 2.3 SE VA US,20120322,0
MCLEAN 2.3 SE VA US,20120323,0
MCLEAN 2.3 SE VA US,20120324,0
MCLEAN 2.3 SE VA US,20120325,94
MCLEAN 2.3 SE VA US,20120326,0
MCLEAN 2.3 SE VA US,20120327,0
MCLEAN 2.3 SE VA US,20120328,0
MCLEAN 2.3 SE VA US,20120329,0
MCLEAN 2.3 SE VA US,20120330,0
MCLEAN 2.3 SE VA US,20120331,0
MCLEAN 2.3 SE VA US,20120401,0
MCLEAN 2.3 SE VA US,20120402,38
MCLEAN 2.3 SE VA US,20120403,0
MCLEAN 2.3 SE VA US,20120404,0
MCLEAN 2.3 SE VA US,20120405,0
MCLEAN 2.3 SE VA US,20120406,0
MCLEAN 2.3 SE VA US,20120407,0
MCLEAN 2.3 SE VA US,20120408,0
MCLEAN 2.3 SE VA US,20120409,0
MCLEAN 2.3 SE VA US,20120410,0
MCLEAN 2.3 SE VA US,20120411,0
MCLEAN 2.3 SE VA US,20120412,0
MCLEAN 2.3 SE VA US,20120413,0
MCLEAN 2.3 SE VA US,20120414,0
MCLEAN 2.3 SE VA US,20120415,0
MCLEAN 2.3 SE VA US,20120416,0
MCLEAN 2.3 SE VA US,20120417,0
MCLEAN 2.3 SE VA US,20120418,0
MCLEAN 2.3 SE VA US,20120419,41
MCLEAN 2.3 SE VA US,20120420,0
MCLEAN 2.3 SE VA US,20120421,0
MCLEAN 2.3 SE VA US,20120422,33
MCLEAN 2.3 SE VA US,20120423,274
MCLEAN 2.3 SE VA US,20120424,15
MCLEAN 2.3 SE VA US,20120425,0
MCLEAN 2.3 SE VA US,20120426,0
MCLEAN 2.3 SE VA US,20120427,8
MCLEAN 2.3 SE VA US,20120428,0
MCLEAN 2.3 SE VA US,20120429,64
MCLEAN 2.3 SE VA US,20120430,0
MCLEAN 2.3 SE VA US,20120501,38
MCLEAN 2.3 SE VA US,20120502,8
MCLEAN 2.3 SE VA US,20120503,0
MCLEAN 2.3 SE VA US,20120504,0
MCLEAN 2.3 SE VA US,20120505,10
MCLEAN 2.3 SE VA US,20120506,53
MCLEAN 2.3 SE VA US,20120507,0
MCLEAN 2.3 SE VA US,20120508,0
MCLEAN 2.3 SE VA US,20120509,30
MCLEAN 2.3 SE VA US,20120510,36
MCLEAN 2.3 SE VA US,20120511,0
MCLEAN 2.3 SE VA US,20120512,0
MCLEAN 2.3 SE VA US,20120513,0
MCLEAN 2.3 SE VA US,20120514,8
MCLEAN 2.3 SE VA US,20120515,211
MCLEAN 2.3 SE VA US,20120516,13
MCLEAN 2.3 SE VA US,20120517,0
MCLEAN 2.3 SE VA US,20120518,0
MCLEAN 2.3 SE VA US,20120519,0
MCLEAN 2.3 SE VA US,20120520,0
MCLEAN 2.3 SE VA US,20120521,64
MCLEAN 2.3 SE VA US,20120522,74
MCLEAN 2.3 SE VA US,20120523,13
MCLEAN 2.3 SE VA US,20120524,163
MCLEAN 2.3 SE VA US,20120525,8
MCLEAN 2.3 SE VA US,20120526,0
MCLEAN 2.3 SE VA US,20120527,0
MCLEAN 2.3 SE VA US,20120528,23
MCLEAN 2.3 SE VA US,20120529,0
MCLEAN 2.3 SE VA US,20120530,114
MCLEAN 2.3 SE VA US,20120531,0
MCLEAN 2.3 SE VA US,20120601,0
MCLEAN 2.3 SE VA US,20120602,777
MCLEAN 2.3 SE VA US,20120603,0
MCLEAN 2.3 SE VA US,20120604,0
MCLEAN 2.3 SE VA US,20120605,0
MCLEAN 2.3 SE VA US,20120606,0
MCLEAN 2.3 SE VA US,20120607,0
MCLEAN 2.3 SE VA US,20120608,0
MCLEAN 2.3 SE VA US,20120609,0
MCLEAN 2.3 SE VA US,20120610,0
MCLEAN 2.3 SE VA US,20120611,0
MCLEAN 2.3 SE VA US,20120612,18
MCLEAN 2.3 SE VA US,20120613,61
MCLEAN 2.3 SE VA US,20120614,0
MCLEAN 2.3 SE VA US,20120615,0
MCLEAN 2.3 SE VA US,20120616,0
MCLEAN 2.3 SE VA US,20120617,0
MCLEAN 2.3 SE VA US,20120618,84
MCLEAN 2.3 SE VA US,20120619,5
MCLEAN 2.3 SE VA US,20120620,0
MCLEAN 2.3 SE VA US,20120621,0
MCLEAN 2.3 SE VA US,20120622,0
MCLEAN 2.3 SE VA US,20120623,38
MCLEAN 2.3 SE VA US,20120624,0
MCLEAN 2.3 SE VA US,20120625,0
MCLEAN 2.3 SE VA US,20120626,0
MCLEAN 2.3 SE VA US,20120627,0
MCLEAN 2.3 SE VA US,20120628,0
MCLEAN 2.3 SE VA US,20120629,0
MCLEAN 2.3 SE VA US,20120630,140
MCLEAN 2.3 SE VA US,20120701,0
MCLEAN 2.3 SE VA US,20120702,0
MCLEAN 2.3 SE VA US,20120703,0
MCLEAN 2.3 SE VA US,20120704,10
MCLEAN 2.3 SE VA US,20120705,0
MCLEAN 2.3 SE VA US,20120706,0
MCLEAN 2.3 SE VA US,20120707,0
MCLEAN 2.3 SE VA US,20120708,0
MCLEAN 2.3 SE VA US,20120709,48
MCLEAN 2.3 SE VA US,20120710,0
MCLEAN 2.3 SE VA US,20120711,246
MCLEAN 2.3 SE VA US,20120712,0
MCLEAN 2.3 SE VA US,20120713,0
MCLEAN 2.3 SE VA US,20120714,18
MCLEAN 2.3 SE VA US,20120715,0
MCLEAN 2.3 SE VA US,20120716,10
MCLEAN 2.3 SE VA US,20120717,8
MCLEAN 2.3 SE VA US,20120718,0
MCLEAN 2.3 SE VA US,20120719,5
MCLEAN 2.3 SE VA US,20120720,198
MCLEAN 2.3 SE VA US,20120721,117
MCLEAN 2.3 SE VA US,20120722,53
MCLEAN 2.3 SE VA US,20120723,8
MCLEAN 2.3 SE VA US,20120724,0
MCLEAN 2.3 SE VA US,20120725,0
MCLEAN 2.3 SE VA US,20120726,0
MCLEAN 2.3 SE VA US,20120727,0
MCLEAN 2.3 SE VA US,20120728,0
MCLEAN 2.3 SE VA US,20120729,0
MCLEAN 2.3 SE VA US,20120730,0
MCLEAN 2.3 SE VA US,20120731,0
MCLEAN 2.3 SE VA US,20120801,0
MCLEAN 2.3 SE VA US,20120802,0
MCLEAN 2.3 SE VA US,20120803,0
MCLEAN 2.3 SE VA US,20120804,0
MCLEAN 2.3 SE VA US,20120805,0
MCLEAN 2.3 SE VA US,20120806,15
MCLEAN 2.3 SE VA US,20120807,0
MCLEAN 2.3 SE VA US,20120808,0
MCLEAN 2.3 SE VA US,20120809,46
MCLEAN 2.3 SE VA US,20120810,23
MCLEAN 2.3 SE VA US,20120811,30
MCLEAN 2.3 SE VA US,20120812,51
MCLEAN 2.3 SE VA US,20120813,0
MCLEAN 2.3 SE VA US,20120814,25
MCLEAN 2.3 SE VA US,20120815,3
MCLEAN 2.3 SE VA US,20120816,0
MCLEAN 2.3 SE VA US,20120817,0
MCLEAN 2.3 SE VA US,20120818,36
MCLEAN 2.3 SE VA US,20120819,0
MCLEAN 2.3 SE VA US,20120820,94
MCLEAN 2.3 SE VA US,20120821,13
MCLEAN 2.3 SE VA US,20120822,0
MCLEAN 2.3 SE VA US,20120823,0
MCLEAN 2.3 SE VA US,20120824,0
MCLEAN 2.3 SE VA US,20120825,0
MCLEAN 2.3 SE VA US,20120826,8
MCLEAN 2.3 SE VA US,20120827,165
MCLEAN 2.3 SE VA US,20120828,0
MCLEAN 2.3 SE VA US,20120829,0
MCLEAN 2.3 SE VA US,20120830,0
MCLEAN 2.3 SE VA US,20120831,0
MCLEAN 2.3 SE VA US,20120901,0
MCLEAN 2.3 SE VA US,20120902,33
MCLEAN 2.3 SE VA US,20120903,8
MCLEAN 2.3 SE VA US,20120904,15
MCLEAN 2.3 SE VA US,20120905,0
MCLEAN 2.3 SE VA US,20120906,0
MCLEAN 2.3 SE VA US,20120907,25
MCLEAN 2.3 SE VA US,20120908,0
MCLEAN 2.3 SE VA US,20120909,216
MCLEAN 2.3 SE VA US,20120910,0
MCLEAN 2.3 SE VA US,20120911,0
MCLEAN 2.3 SE VA US,20120912,0
MCLEAN 2.3 SE VA US,20120913,0
MCLEAN 2.3 SE VA US,20120914,0
MCLEAN 2.3 SE VA US,20120915,0
MCLEAN 2.3 SE VA US,20120916,0
MCLEAN 2.3 SE VA US,20120917,0
MCLEAN 2.3 SE VA US,20120918,41
MCLEAN 2.3 SE VA US,20120919,249
MCLEAN 2.3 SE VA US,20120920,0
MCLEAN 2.3 SE VA US,20120921,0
MCLEAN 2.3 SE VA US,20120922,0
MCLEAN 2.3 SE VA US,20120923,0
MCLEAN 2.3 SE VA US,20120924,0
MCLEAN 2.3 SE VA US,20120925,0
MCLEAN 2.3 SE VA US,20120926,5
MCLEAN 2.3 SE VA US,20120927,3
MCLEAN 2.3 SE VA US,20120928,137
MCLEAN 2.3 SE VA US,20120929,3
MCLEAN 2.3 SE VA US,20120930,0
MCLEAN 2.3 SE VA US,20121001,10
MCLEAN 2.3 SE VA US,20121002,10
MCLEAN 2.3 SE VA US,20121003,244
MCLEAN 2.3 SE VA US,20121004,5
MCLEAN 2.3 SE VA US,20121005,3
MCLEAN 2.3 SE VA US,20121006,0
MCLEAN 2.3 SE VA US,20121007,3
MCLEAN 2.3 SE VA US,20121008,41
MCLEAN 2.3 SE VA US,20121009,30
MCLEAN 2.3 SE VA US,20121010,3
MCLEAN 2.3 SE VA US,20121011,0
MCLEAN 2.3 SE VA US,20121012,0
MCLEAN 2.3 SE VA US,20121013,0
MCLEAN 2.3 SE VA US,20121014,0
MCLEAN 2.3 SE VA US,20121015,0
MCLEAN 2.3 SE VA US,20121016,23
MCLEAN 2.3 SE VA US,20121017,0
MCLEAN 2.3 SE VA US,20121018,0
MCLEAN 2.3 SE VA US,20121019,140
MCLEAN 2.3 SE VA US,20121020,86
MCLEAN 2.3 SE VA US,20121021,0
MCLEAN 2.3 SE VA US,20121022,0
MCLEAN 2.3 SE VA US,20121023,0
MCLEAN 2.3 SE VA US,20121024,0
MCLEAN 2.3 SE VA US,20121025,0
MCLEAN 2.3 SE VA US,20121026,3
MCLEAN 2.3 SE VA US,20121027,0
MCLEAN 2.3 SE VA US,20121028,0
MCLEAN 2.3 SE VA US,20121029,142
MCLEAN 2.3 SE VA US,20121030,1069
MCLEAN 2.3 SE VA US,20121031,81
MCLEAN 2.3 SE VA US,20121108,8
MCLEAN 2.3 SE VA US,20121113,112
MCLEAN 2.3 SE VA US,20121114,56
MCLEAN 2.3 SE VA US,20121127,10
MCLEAN 2.3 SE VA US,20121128,15
MCLEAN 2.3 SE VA US,20121201,0
MCLEAN 2.3 SE VA US,20121202,0
MCLEAN 2.3 SE VA US,20121203,5
MCLEAN 2.3 SE VA US,20121204,0
MCLEAN 2.3 SE VA US,20121205,3
MCLEAN 2.3 SE VA US,20121206,0
MCLEAN 2.3 SE VA US,20121207,5
MCLEAN 2.3 SE VA US,20121208,0
MCLEAN 2.3 SE VA US,20121209,71
MCLEAN 2.3 SE VA US,20121210,13
MCLEAN 2.3 SE VA US,20121211,13
MCLEAN 2.3 SE VA US,20121212,0
MCLEAN 2.3 SE VA US,20121213,0
MCLEAN 2.3 SE VA US,20121214,0
MCLEAN 2.3 SE VA US,20121215,0
MCLEAN 2.3 SE VA US,20121216,0
MCLEAN 2.3 SE VA US,20121217,25
MCLEAN 2.3 SE VA US,20121218,20
MCLEAN 2.3 SE VA US,20121219,0
MCLEAN 2.3 SE VA US,20121220,3
MCLEAN 2.3 SE VA US,20121221,353
MCLEAN 2.3 SE VA US,20121222,0
MCLEAN 2.3 SE VA US,20121223,0
MCLEAN 2.3 SE VA US,20121224,0
MCLEAN 2.3 SE VA US,20121225,51
MCLEAN 2.3 SE VA US,20121226,25
MCLEAN 2.3 SE VA US,20121227,389
MCLEAN 2.3 SE VA US,20121228,0
MCLEAN 2.3 SE VA US,20121229,0
MCLEAN 2.3 SE VA US,20121230,28
MCLEAN 2.3 SE VA US,20121231,0
MCLEAN 2.3 SE VA US,20130101,0
MCLEAN 2.3 SE VA US,20130102,0
MCLEAN 2.3 SE VA US,20130103,0
MCLEAN 2.3 SE VA US,20130104,0
MCLEAN 2.3 SE VA US,20130105,0
MCLEAN 2.3 SE VA US,20130106,0
MCLEAN 2.3 SE VA US,20130107,0
MCLEAN 2.3 SE VA US,20130108,0
MCLEAN 2.3 SE VA US,20130109,0
MCLEAN 2.3 SE VA US,20130110,5
MCLEAN 2.3 SE VA US,20130111,0
MCLEAN 2.3 SE VA US,20130112,23
MCLEAN 2.3 SE VA US,20130113,3
MCLEAN 2.3 SE VA US,20130114,8
MCLEAN 2.3 SE VA US,20130115,89
MCLEAN 2.3 SE VA US,20130116,188
MCLEAN 2.3 SE VA US,20130117,25
MCLEAN 2.3 SE VA US,20130118,0
MCLEAN 2.3 SE VA US,20130119,0
MCLEAN 2.3 SE VA US,20130120,0
MCLEAN 2.3 SE VA US,20130121,0
MCLEAN 2.3 SE VA US,20130122,0
MCLEAN 2.3 SE VA US,20130123,0
MCLEAN 2.3 SE VA US,20130124,18
MCLEAN 2.3 SE VA US,20130125,0
MCLEAN 2.3 SE VA US,20130126,8
MCLEAN 2.3 SE VA US,20130127,0
MCLEAN 2.3 SE VA US,20130128,15
MCLEAN 2.3 SE VA US,20130129,33
MCLEAN 2.3 SE VA US,20130130,0
MCLEAN 2.3 SE VA US,20130131,409
MCLEAN 2.3 SE VA US,20130201,8
MCLEAN 2.3 SE VA US,20130202,0
MCLEAN 2.3 SE VA US,20130203,8
MCLEAN 2.3 SE VA US,20130204,0
MCLEAN 2.3 SE VA US,20130205,0
MCLEAN 2.3 SE VA US,20130206,0
MCLEAN 2.3 SE VA US,20130207,0
MCLEAN 2.3 SE VA US,20130208,53
MCLEAN 2.3 SE VA US,20130209,5
MCLEAN 2.3 SE VA US,20130210,0
MCLEAN 2.3 SE VA US,20130211,51
MCLEAN 2.3 SE VA US,20130212,0
MCLEAN 2.3 SE VA US,20130213,0
MCLEAN 2.3 SE VA US,20130214,71
MCLEAN 2.3 SE VA US,20130215,0
MCLEAN 2.3 SE VA US,20130216,38
MCLEAN 2.3 SE VA US,20130217,0
MCLEAN 2.3 SE VA US,20130218,0
MCLEAN 2.3 SE VA US,20130219,0
MCLEAN 2.3 SE VA US,20130220,36
MCLEAN 2.3 SE VA US,20130221,0
MCLEAN 2.3 SE VA US,20130222,0
MCLEAN 2.3 SE VA US,20130223,25
MCLEAN 2.3 SE VA US,20130224,18
MCLEAN 2.3 SE VA US,20130225,0
MCLEAN 2.3 SE VA US,20130226,0
MCLEAN 2.3 SE VA US,20130227,208
MCLEAN 2.3 SE VA US,20130228,8
MCLEAN 2.3 SE VA US,20130301,0
MCLEAN 2.3 SE VA US,20130302,0
MCLEAN 2.3 SE VA US,20130303,0
MCLEAN 2.3 SE VA US,20130304,0
MCLEAN 2.3 SE VA US,20130305,0
MCLEAN 2.3 SE VA US,20130306,71
MCLEAN 2.3 SE VA US,20130307,130
MCLEAN 2.3 SE VA US,20130308,0
MCLEAN 2.3 SE VA US,20130309,0
MCLEAN 2.3 SE VA US,20130310,0
MCLEAN 2.3 SE VA US,20130311,0
MCLEAN 2.3 SE VA US,20130312,18
MCLEAN 2.3 SE VA US,20130313,201
MCLEAN 2.3 SE VA US,20130314,0
MCLEAN 2.3 SE VA US,20130315,0
MCLEAN 2.3 SE VA US,20130316,0
MCLEAN 2.3 SE VA US,20130317,5
MCLEAN 2.3 SE VA US,20130318,0
MCLEAN 2.3 SE VA US,20130319,94
MCLEAN 2.3 SE VA US,20130320,0
MCLEAN 2.3 SE VA US,20130321,0
MCLEAN 2.3 SE VA US,20130322,0
MCLEAN 2.3 SE VA US,20130323,0
MCLEAN 2.3 SE VA US,20130324,0
MCLEAN 2.3 SE VA US,20130325,84
MCLEAN 2.3 SE VA US,20130326,58
MCLEAN 2.3 SE VA US,20130327,0
MCLEAN 2.3 SE VA US,20130328,0
MCLEAN 2.3 SE VA US,20130329,0
MCLEAN 2.3 SE VA US,20130330,0
MCLEAN 2.3 SE VA US,20130331,0
MCLEAN 2.3 SE VA US,20130401,13
MCLEAN 2.3 SE VA US,20130402,0
MCLEAN 2.3 SE VA US,20130403,0
MCLEAN 2.3 SE VA US,20130404,0
MCLEAN 2.3 SE VA US,20130405,89
MCLEAN 2.3 SE VA US,20130406,0
MCLEAN 2.3 SE VA US,20130407,0
MCLEAN 2.3 SE VA US,20130408,0
MCLEAN 2.3 SE VA US,20130409,0
MCLEAN 2.3 SE VA US,20130410,0
MCLEAN 2.3 SE VA US,20130411,0
MCLEAN 2.3 SE VA US,20130412,13
MCLEAN 2.3 SE VA US,20130413,168
MCLEAN 2.3 SE VA US,20130414,0
MCLEAN 2.3 SE VA US,20130415,5
MCLEAN 2.3 SE VA US,20130416,0
MCLEAN 2.3 SE VA US,20130417,8
MCLEAN 2.3 SE VA US,20130418,8
MCLEAN 2.3 SE VA US,20130419,18
MCLEAN 2.3 SE VA US,20130420,274
MCLEAN 2.3 SE VA US,20130421,0
MCLEAN 2.3 SE VA US,20130422,0
MCLEAN 2.3 SE VA US,20130423,0
MCLEAN 2.3 SE VA US,20130502,0
MCLEAN 2.3 SE VA US,20130503,0
MCLEAN 2.3 SE VA US,20130504,0
MCLEAN 2.3 SE VA US,20130505,0
MCLEAN 2.3 SE VA US,20130506,0
MCLEAN 2.3 SE VA US,20130507,3
MCLEAN 2.3 SE VA US,20130508,213
MCLEAN 2.3 SE VA US,20130509,5
MCLEAN 2.3 SE VA US,20130510,38
MCLEAN 2.3 SE VA US,20130511,51
MCLEAN 2.3 SE VA US,20130512,89
MCLEAN 2.3 SE VA US,20130513,0
MCLEAN 2.3 SE VA US,20130514,0
MCLEAN 2.3 SE VA US,20130515,0
MCLEAN 2.3 SE VA US,20130516,0
MCLEAN 2.3 SE VA US,20130517,0
MCLEAN 2.3 SE VA US,20130518,0
MCLEAN 2.3 SE VA US,20130519,20
MCLEAN 2.3 SE VA US,20130520,3
MCLEAN 2.3 SE VA US,20130521,0
MCLEAN 2.3 SE VA US,20130522,0
MCLEAN 2.3 SE VA US,20130523,8
MCLEAN 2.3 SE VA US,20130524,340
MCLEAN 2.3 SE VA US,20130525,0
MCLEAN 2.3 SE VA US,20130526,0
MCLEAN 2.3 SE VA US,20130527,0
MCLEAN 2.3 SE VA US,20130528,5
MCLEAN 2.3 SE VA US,20130529,117
MCLEAN 2.3 SE VA US,20130530,0
MCLEAN 2.3 SE VA US,20130531,0
MCLEAN 2.3 SE VA US,20130601,0
MCLEAN 2.3 SE VA US,20130602,0
MCLEAN 2.3 SE VA US,20130603,185
MCLEAN 2.3 SE VA US,20130604,20
MCLEAN 2.3 SE VA US,20130605,0
MCLEAN 2.3 SE VA US,20130606,0
MCLEAN 2.3 SE VA US,20130607,478
MCLEAN 2.3 SE VA US,20130608,241
